production_id,name,obra_title,obra_id,productora_name,synopsis,direction,theater,address,barrio,ciudad_partido,localidad,provincia,start_date,end_date,image_id,image_url,instagram,website,source,is_new
486,Pivote,Pivote,96794,,,,TEATRO EL EXTRANJERO,Valentín Gómez 3378,,Capital Federal,Capital Federal,Buenos Aires,,,469,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/07/000312307.jpg,,https://alternativateatral.com/obra96794-pivote,alternativateatral_api,true
487,Especialmente Norma,Especialmente Norma,96807,,,,LA CARPINTERÍA,Jean Jaures 858,,Capital Federal,Capital Federal,Buenos Aires,,,470,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/91/000305391.jpg,,https://alternativateatral.com/obra96807-especialmente-norma,alternativateatral_api,true
488,El rey de los idiotas,El rey de los idiotas,96828,,,,TEATRO EL POPULAR,Chile 2080,,Capital Federal,Capital Federal,Buenos Aires,,,471,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/55/000310755.jpg,,https://alternativateatral.com/obra96828-el-rey-de-los-idiotas,alternativateatral_api,true
489,El peor de nuestros dias,El peor de nuestros dias,96829,,,,"BULULÚ, CLUB DE COMEDIA",Av. Rivadavia 1350,,Capital Federal,Capital Federal,Buenos Aires,,,472,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/01/000302501.jpg,,https://alternativateatral.com/obra96829-el-peor-de-nuestros-dias,alternativateatral_api,true
490,2013: Odisea Intemporal Rioplatense,2013: Odisea Intemporal Rioplatense,96832,,,,TEATRO ABIERTO,38 e/ 20 y 21 n 1263,,La Plata,La Plata,Buenos Aires,,,473,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/10/000310210.jpg,,https://alternativateatral.com/obra96832-2013-odisea-intemporal-rioplatense,alternativateatral_api,true
491,El Idiota,El Idiota,96836,,,,TEATRO EL CONVENTO,Reconquista 269,,Capital Federal,Capital Federal,Buenos Aires,,,474,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/11/000302911.jpg,,https://alternativateatral.com/obra96836-el-idiota,alternativateatral_api,true
492,Fin de viaje,Fin de viaje,96838,,,,NÜN TEATRO BAR,Juan Ramirez de Velasco 419,Villa Crespo,CABA,Villa Crespo - CABA,CABA,,,475,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/10/000302510.jpg,,https://alternativateatral.com/obra96838-fin-de-viaje,alternativateatral_api,true
493,"Ciertas Petunias presentan: El Simposio. Nada se pierde, todo se transforma","Ciertas Petunias presentan: El Simposio. Nada se pierde, todo se transforma",96852,,,,CENTRO CULTURAL DE LA COOPERACIÓN,Corrientes 1543,,Capital Federal,Capital Federal,Buenos Aires,,,476,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/56/000303356.jpg,,https://alternativateatral.com/obra96852-ciertas-petunias-presentan-el-simposio-nada-se-pierde-todo-se-transforma,alternativateatral_api,true
494,Los dueños de la tierra,Los dueños de la tierra,96853,,,,EL PORTON DE SANCHEZ,Sánchez de Bustamante 1034,,Capital Federal,Capital Federal,Buenos Aires,,,477,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/89/000304589.jpg,,https://alternativateatral.com/obra96853-los-duenos-de-la-tierra,alternativateatral_api,true
495,Un epílogo y una silla,Un epílogo y una silla,96863,,,,MOVAQ - AQUELARRE EN MOVIMIENTO,Malabia 852,,Capital Federal,Capital Federal,Buenos Aires,,,478,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/56/000311956.jpg,,https://alternativateatral.com/obra96863-un-epilogo-y-una-silla,alternativateatral_api,true
496,"Mona, una ópera serrana","Mona, una ópera serrana",96876,,,,CULTURAL MORAN,Pedro Moran 2147,,Capital Federal,Capital Federal,Buenos Aires,,,479,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/37/000306037.jpg,,https://alternativateatral.com/obra96876-mona-una-opera-serrana,alternativateatral_api,true
497,Alguien contará esta historia,Alguien contará esta historia,96877,,,,EL GRITO,Costa Rica 5459,,Capital Federal,Capital Federal,Buenos Aires,,,480,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/84/000311184.jpg,,https://alternativateatral.com/obra96877-alguien-contara-esta-historia,alternativateatral_api,true
498,¿Y si yo soy Gilda?,¿Y si yo soy Gilda?,96886,,,,LA MERCERIA TEATRO,Calle 1 Nº 210,,La Plata,La Plata,Buenos Aires,,,481,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/84/000302684.jpg,,https://alternativateatral.com/obra96886-y-si-yo-soy-gilda,alternativateatral_api,true
499,Ringtone lado A,Ringtone lado A,96899,,,,CENTRO CULTURAL DE LA COOPERACIÓN,Corrientes 1543,,Capital Federal,Capital Federal,Buenos Aires,,,482,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/16/000308116.jpg,,https://alternativateatral.com/obra96899-ringtone-lado-a,alternativateatral_api,true
500,2 COSSAs Nuestras (La ñata contra el libro + Gris de ausencia),2 COSSAs Nuestras (La ñata contra el libro + Gris de ausencia),96920,,,,TEATRO LA MÁSCARA,Piedras 736,,Capital Federal,Capital Federal,Buenos Aires,,,483,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/47/000307547.jpg,,https://alternativateatral.com/obra96920-2-cossas-nuestras-la-nata-contra-el-libro-gris-de-ausencia,alternativateatral_api,true
501,La viva voz,La viva voz,96923,,,,DUMONT 4040,Santos Dumont 4040,,Capital Federal,Capital Federal,Buenos Aires,,,484,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/06/000311006.jpg,,https://alternativateatral.com/obra96923-la-viva-voz,alternativateatral_api,true
502,Te espero en el auto,Te espero en el auto,96940,,,,ENTRETELONES - ESPACIO TEATRAL,Enrique Martinez 1427,,Capital Federal,Capital Federal,Buenos Aires,,,485,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/25/000302925.jpg,,https://alternativateatral.com/obra96940-te-espero-en-el-auto,alternativateatral_api,true
503,No esta bien,No esta bien,96955,,,,ENTELAR ESPACIO,Marengo 3294,,San Andrés,San Andrés,Buenos Aires,,,486,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/06/000311206.jpg,,https://alternativateatral.com/obra96955-no-esta-bien,alternativateatral_api,true
504,Este es el baile del monito,Este es el baile del monito,96960,,,,CENTRO CULTURAL DE LA COOPERACIÓN,Corrientes 1543,,Capital Federal,Capital Federal,Buenos Aires,,,487,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/89/000302989.jpg,,https://alternativateatral.com/obra96960-este-es-el-baile-del-monito,alternativateatral_api,true
505,Cae una catedral,Cae una catedral,96965,,,,TIMBRE 4,México 3554 / Boedo 640,,Capital Federal,Capital Federal,Buenos Aires,,,488,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/09/000308009.jpg,,https://alternativateatral.com/obra96965-cae-una-catedral,alternativateatral_api,true
506,Los besos que no dimos,Los besos que no dimos,96966,,,,LA SODERIA - ESPACIO ARTÍSTICO FABRIL,Vidal 2549,,Capital Federal,Capital Federal,Buenos Aires,,,489,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/00/000303000.jpg,,https://alternativateatral.com/obra96966-los-besos-que-no-dimos,alternativateatral_api,true
507,GLUB! Ejercicio de Supervivencia,GLUB! Ejercicio de Supervivencia,96969,,,,EL CRISOL,Malabia 611,,Capital Federal,Capital Federal,Buenos Aires,,,490,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/33/000311833.jpg,,https://alternativateatral.com/obra96969-glub-ejercicio-de-supervivencia,alternativateatral_api,true
508,Acerca de Beth,Acerca de Beth,96975,,,,CENTRO CULTURAL MOLIERE,Balcarce 682,San Telmo,CABA,San Telmo - CABA,CABA,,,491,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/30/000310730.jpg,,https://alternativateatral.com/obra96975-acerca-de-beth,alternativateatral_api,true
509,Güena yunta,Güena yunta,96976,,,,NÜN TEATRO BAR,Juan Ramirez de Velasco 419,Villa Crespo,CABA,Villa Crespo - CABA,CABA,,,492,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/83/000303083.jpg,,https://alternativateatral.com/obra96976-gena-yunta,alternativateatral_api,true
510,Resistencia Poética,Resistencia Poética,96982,,,,PISTA URBANA,Chacabuco 874,,Capital Federal,Capital Federal,Buenos Aires,,,493,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/65/000303065.jpg,,https://alternativateatral.com/obra96982-resistencia-poetica,alternativateatral_api,true
511,El tiempo de Los Nadie,El tiempo de Los Nadie,96994,,,,ANDAMIO '90,Paraná 660,,Capital Federal,Capital Federal,Buenos Aires,,,494,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/66/000311766.jpg,,https://alternativateatral.com/obra96994-el-tiempo-de-los-nadie,alternativateatral_api,true
512,Un Picasso,Un Picasso,97000,,,,MIL80 TEATRO,Muñecas 1080,,Capital Federal,Capital Federal,Buenos Aires,,,495,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/38/000303138.jpg,,https://alternativateatral.com/obra97000-un-picasso,alternativateatral_api,true
513,La escondida,La escondida,97014,,,,CINE TEATRO MUNICIPAL WILDE,Cruz Varela 6261,,Capital Federal,Capital Federal,Buenos Aires,,,496,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/07/000303307.jpg,,https://alternativateatral.com/obra97014-la-escondida,alternativateatral_api,true
514,La escondida,La escondida,97014,,,,CENTRO CULTURAL AZUCENA VILLAFLOR,Güemes 1411,,Gerli,Gerli,Buenos Aires,,,496,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/07/000303307.jpg,,https://alternativateatral.com/obra97014-la-escondida,alternativateatral_api,true
515,Micaela Vita y Juan Saraco en La Yunta Cultural,Micaela Vita y Juan Saraco en La Yunta Cultural,97020,,,,EL GALPÓN DE HAEDO,Río Piedras 351,,Morón,Morón,Buenos Aires,,,497,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/83/000310983.jpg,,https://alternativateatral.com/obra97020-micaela-vita-y-juan-saraco-en-la-yunta-cultural,alternativateatral_api,true
516,Mamá...sos vos?,Mamá...sos vos?,97022,,,,ESPACIO DE TEATRO BOEDO XXI,Boedo 853,,Capital Federal,Capital Federal,Buenos Aires,,,498,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/22/000305822.jpg,,https://alternativateatral.com/obra97022-mamasos-vos,alternativateatral_api,true
517,Silvia en el espejo,Silvia en el espejo,97028,,,,BECKETT TEATRO,Guardia Vieja 3556,,Capital Federal,Capital Federal,Buenos Aires,,,499,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/73/000304973.jpg,,https://alternativateatral.com/obra97028-silvia-en-el-espejo,alternativateatral_api,true
518,Hay que ser bueno porque Dios mira,Hay que ser bueno porque Dios mira,97052,,,,"ÍTACA, COMPLEJO TEATRAL",Humahuaca 4027,,Capital Federal,Capital Federal,Buenos Aires,,,500,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/21/000303421.jpg,,https://alternativateatral.com/obra97052-hay-que-ser-bueno-porque-dios-mira,alternativateatral_api,true
519,Todos Ruedan - La Fiesta Perfecta,Todos Ruedan - La Fiesta Perfecta,97059,,,,EL ALAMBIQUE,Griveo 2350,Villa Pueyrredón,CABA,Villa Pueyrredón - CABA,CABA,,,501,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/54/000312154.jpg,,https://alternativateatral.com/obra97059-todos-ruedan-la-fiesta-perfecta,alternativateatral_api,true
520,"No tengo cara de putx, pero si soy","No tengo cara de putx, pero si soy",97065,,,,ANIMAL TEATRO,Castro 561,,Capital Federal,Capital Federal,Buenos Aires,,,502,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/37/000312237.jpg,,https://alternativateatral.com/obra97065-no-tengo-cara-de-putx-pero-si-soy,alternativateatral_api,true
521,Pedido de Gracia,Pedido de Gracia,97118,,,,TEATRO DEL PUEBLO,Lavalle 3636,,Capital Federal,Capital Federal,Buenos Aires,,,503,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/35/000310535.jpg,,https://alternativateatral.com/obra97118-pedido-de-gracia,alternativateatral_api,true
522,Fiesta,Fiesta,97119,,,,EL CLUB DEL TEATRO,Rivadavia 3422,,Mar del Plata,Mar del Plata,Buenos Aires,,,504,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/32/000303532.jpg,,https://alternativateatral.com/obra97119-fiesta,alternativateatral_api,true
523,Ellos otros antes,Ellos otros antes,97121,,,,VERA VERA TEATRO,Vera 108,,Capital Federal,Capital Federal,Buenos Aires,,,505,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/08/000304108.jpg,,https://alternativateatral.com/obra97121-ellos-otros-antes,alternativateatral_api,true
524,Blues & Femme,Blues & Femme,97122,,,,EL ALAMBIQUE,Griveo 2350,Villa Pueyrredón,CABA,Villa Pueyrredón - CABA,CABA,,,506,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/87/000310887.jpg,,https://alternativateatral.com/obra97122-blues-femme,alternativateatral_api,true
525,Mamá planta,Mamá planta,97155,,,,EL GRITO,Costa Rica 5459,,Capital Federal,Capital Federal,Buenos Aires,,,507,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/00/000304200.jpg,,https://alternativateatral.com/obra97155-mama-planta,alternativateatral_api,true
526,Cinco farsas de amor,Cinco farsas de amor,97199,,,,TIEMPOS DE MEMORIA,Caseros 231,,Florida,Florida,Buenos Aires,,,508,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/69/000308369.jpg,,https://alternativateatral.com/obra97199-cinco-farsas-de-amor,alternativateatral_api,true
527,Un jueves largo y verde,Un jueves largo y verde,97236,,,,ESPACIO VÉRTICE,Italia 1449,,Martínez,Martínez,Buenos Aires,,,21,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/78/000303778.jpg,,https://alternativateatral.com/obra97236-un-jueves-largo-y-verde,alternativateatral_api,true
528,¿Dónde está Mónica?,¿Dónde está Mónica?,97264,,,,ZUVIRÍA Y VIEL,Esquina de Zuviría y Viel,Caballito,CABA,Caballito - CABA,CABA,,,509,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/24/000304724.jpg,,https://alternativateatral.com/obra97264-donde-esta-monica,alternativateatral_api,true
529,Antígona de las nieves,Antígona de las nieves,97265,,,,TEATRO MUNICIPAL HÉCTOR MARINERO,Av. San Martín 849,,Rio Gallegos,Rio Gallegos,Santa Cruz,,,510,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/13/000303913.jpg,,https://alternativateatral.com/obra97265-antigona-de-las-nieves,alternativateatral_api,true
530,El gran deschave...,El gran deschave...,97279,,,,BRILLA CORDELIA,Juan D.Peron 1926,,Capital Federal,Capital Federal,Buenos Aires,,,511,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/77/000304677.jpg,,https://alternativateatral.com/obra97279-el-gran-deschave,alternativateatral_api,true
531,"Maldita, la novela","Maldita, la novela",97284,,,,ESPACIO CULTURAL LA FRAGUA,Av. Rivadavia 4127,,Capital Federal,Capital Federal,Buenos Aires,,,512,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/52/000311652.jpg,,https://alternativateatral.com/obra97284-maldita-la-novela,alternativateatral_api,true
532,Historias Contrabajo,Historias Contrabajo,97306,,,,EL CAMARÍN DE LAS MUSAS,Mario Bravo 960,,Capital Federal,Capital Federal,Buenos Aires,,,513,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/55/000304055.jpg,,https://alternativateatral.com/obra97306-historias-contrabajo,alternativateatral_api,true
533,Procedimientos para inhibir la voluntad de los individuos,Procedimientos para inhibir la voluntad de los individuos,97309,,,,TADRON TEATRO,Niceto Vega 4802,,Capital Federal,Capital Federal,Buenos Aires,,,514,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/38/000304238.jpg,,https://alternativateatral.com/obra97309-procedimientos-para-inhibir-la-voluntad-de-los-individuos,alternativateatral_api,true
534,Llegaron los chicos,Llegaron los chicos,97313,,,,ESPACIO POLONIA,Fitz Roy 1477,Palermo,CABA,Palermo - CABA,CABA,,,515,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/86/000311786.jpg,,https://alternativateatral.com/obra97313-llegaron-los-chicos,alternativateatral_api,true
535,Huele a espíritu adolescente,Huele a espíritu adolescente,97322,,,,CLUB DE TEATRO DEFENSORES DE BRAVARD,Guevara 328,,Capital Federal,Capital Federal,Buenos Aires,,,516,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/32/000304132.jpg,,https://alternativateatral.com/obra97322-huele-a-espiritu-adolescente,alternativateatral_api,true
536,Pasemos a otro tema,Pasemos a otro tema,97388,,,,LA CABINA CULTURAL,Av Centenario 2073,,Beccar,Beccar,Buenos Aires,,,517,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/27/000306827.jpg,,https://alternativateatral.com/obra97388-pasemos-a-otro-tema,alternativateatral_api,true
537,Le Frigó de Copi,Le Frigó de Copi,97391,,,,TEATRO PICADERO,Pasaje Santos Discepolo 1857,,Capital Federal,Capital Federal,Buenos Aires,,,518,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/10/000304310.jpg,,https://alternativateatral.com/obra97391-le-frigo-de-copi,alternativateatral_api,true
538,Chakana,Chakana,97394,,,,CLUB DE TRAPECISTAS ESTRELLA DEL CENTENARIO,Ferrari 252,,Capital Federal,Capital Federal,Buenos Aires,,,519,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/87/000310787.jpg,,https://alternativateatral.com/obra97394-chakana,alternativateatral_api,true
539,Yo quería ser Sinatra,Yo quería ser Sinatra,97398,,,,TADRON TEATRO,Niceto Vega 4802,,Capital Federal,Capital Federal,Buenos Aires,,,520,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/63/000304263.jpg,,https://alternativateatral.com/obra97398-yo-queria-ser-sinatra,alternativateatral_api,true
540,Sweet Lovers,Sweet Lovers,97404,,,,ÁREA CHICA,Boulevard 83 403,,La Plata,La Plata,Buenos Aires,,,521,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/98/000304298.jpg,,https://alternativateatral.com/obra97404-sweet-lovers,alternativateatral_api,true
541,Sería una pena que se marchitaran las plantas,Sería una pena que se marchitaran las plantas,97406,,,,EL MÉTODO KAIRÓS TEATRO,El Salvador 4530,,Capital Federal,Capital Federal,Buenos Aires,,,522,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/50/000311850.jpg,,https://alternativateatral.com/obra97406-seria-una-pena-que-se-marchitaran-las-plantas,alternativateatral_api,true
542,El Sentido de Sanar,El Sentido de Sanar,97419,,,,NÜN TEATRO BAR,Juan Ramirez de Velasco 419,Villa Crespo,CABA,Villa Crespo - CABA,CABA,,,523,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/37/000304337.jpg,,https://alternativateatral.com/obra97419-el-sentido-de-sanar,alternativateatral_api,true
543,Inspiración Bukowski,Inspiración Bukowski,97425,,,,BECKETT TEATRO,Guardia Vieja 3556,,Capital Federal,Capital Federal,Buenos Aires,,,524,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/43/000311743.jpg,,https://alternativateatral.com/obra97425-inspiracion-bukowski,alternativateatral_api,true
544,La fabula del colibrí,La fabula del colibrí,97430,,,,SALA DEL CAFÉ ARTIGAS,José Gervasio Artigas 1850,,Capital Federal,Capital Federal,Buenos Aires,,,525,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/66/000304466.jpg,,https://alternativateatral.com/obra97430-la-fabula-del-colibri,alternativateatral_api,true
545,"Deportivo Arenas, Bajarse es de cagones","Deportivo Arenas, Bajarse es de cagones",97431,,,,TEATRO EL DESEO,Saavedra 569,,Capital Federal,Capital Federal,Buenos Aires,,,526,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/77/000305277.jpg,,https://alternativateatral.com/obra97431-deportivo-arenas-bajarse-es-de-cagones,alternativateatral_api,true
546,La casa de Bernarda Alba,La casa de Bernarda Alba,97442,,,,ESPACIO TOLE TOLE TEATRO,Pasteur 683,,Capital Federal,Capital Federal,Buenos Aires,,,527,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/85/000306085.jpg,,https://alternativateatral.com/obra97442-la-casa-de-bernarda-alba,alternativateatral_api,true
547,Huellas de Haroldo,Huellas de Haroldo,97463,,,,TEATRO PAYRÓ,San Martin 766,,Capital Federal,Capital Federal,Buenos Aires,,,528,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/29/000304429.jpg,,https://alternativateatral.com/obra97463-huellas-de-haroldo,alternativateatral_api,true
548,Llegar a Japón,Llegar a Japón,97464,,,,ESPACIO 44,Av. 44 N° 496 entre 4 y 5,,La Plata,La Plata,Buenos Aires,,,529,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/95/000305295.jpg,,https://alternativateatral.com/obra97464-llegar-a-japon,alternativateatral_api,true
549,Ya comeremos faisán,Ya comeremos faisán,97468,,,,SALA TEATRAL INDA LEDESMA - ESPACIO EXPERIMENTAL LEÓNIDAS BARLETTA,Diagonal Norte 943,,Capital Federal,Capital Federal,Buenos Aires,,,530,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/61/000304561.jpg,,https://alternativateatral.com/obra97468-ya-comeremos-faisan,alternativateatral_api,true
550,La verdad de los mentirosos,La verdad de los mentirosos,97480,,,,EL CAMARÍN DE LAS MUSAS,Mario Bravo 960,,Capital Federal,Capital Federal,Buenos Aires,,,531,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/80/000304480.jpg,,https://alternativateatral.com/obra97480-la-verdad-de-los-mentirosos,alternativateatral_api,true
551,Es complicado,Es complicado,97489,,,,TEATRO MAIPÚ,Maipú 380,,Banfield,Banfield,Buenos Aires,,,532,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/64/000311464.jpg,,https://alternativateatral.com/obra97489-es-complicado,alternativateatral_api,true
552,Mate a un tipo,Mate a un tipo,97495,,,,ALQUIMIA CENTRO CULTURAL,Ravignani 1408,,Capital Federal,Capital Federal,Buenos Aires,,,533,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/28/000304728.jpg,,https://alternativateatral.com/obra97495-mate-a-un-tipo,alternativateatral_api,true
553,El Eros,El Eros,97497,,,,ANIMAL TEATRO,Castro 561,,Capital Federal,Capital Federal,Buenos Aires,,,534,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/72/000311272.jpg,,https://alternativateatral.com/obra97497-el-eros,alternativateatral_api,true
554,Bolas de Fraile,Bolas de Fraile,97502,,,,NOAVESTRUZ ESPACIO DE CULTURA,Humboldt 1857,,Capital Federal,Capital Federal,Buenos Aires,,,535,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/86/000304686.jpg,,https://alternativateatral.com/obra97502-bolas-de-fraile,alternativateatral_api,true
555,Alejandra y los mundos,Alejandra y los mundos,97506,,,,CINE TEATRO EL PLATA,Avda. Juan Bautista Alberdi 5765,,La Plata,La Plata,Buenos Aires,,,,,,https://alternativateatral.com/obra97506-alejandra-y-los-mundos,alternativateatral_api,true
556,Esmeralda Incandescente,Esmeralda Incandescente,97507,,,,MOSCÚ TEATRO,Ramirez de Velasco 535,,Capital Federal,Capital Federal,Buenos Aires,,,536,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/43/000304743.jpg,,https://alternativateatral.com/obra97507-esmeralda-incandescente,alternativateatral_api,true
557,Osvaldo Lamborghini obras completas. Primera parte.,Osvaldo Lamborghini obras completas. Primera parte.,97539,,,,EL GALPÓN DE GUEVARA,Guevara 326,,Capital Federal,Capital Federal,Buenos Aires,,,537,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/83/000308383.jpg,,https://alternativateatral.com/obra97539-osvaldo-lamborghini-obras-completas-primera-parte,alternativateatral_api,true
558,Chori chori,Chori chori,97547,,,,PERÓN PERÓN,Bolivar 813,San Telmo,CABA,San Telmo - CABA,CABA,,,538,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/30/000311730.jpg,,https://alternativateatral.com/obra97547-chori-chori,alternativateatral_api,true
559,Aire que sobra x algo que falta,Aire que sobra x algo que falta,97549,,,,PÁRAMO CULTURAL,Carlos Calvo 3974,,Capital Federal,Capital Federal,Buenos Aires,,,539,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/65/000304965.jpg,,https://alternativateatral.com/obra97549-aire-que-sobra-x-algo-que-falta,alternativateatral_api,true
560,Dido y Eneas,Dido y Eneas,97550,,,,TEATRO EMPIRE,Hipólito Yrigoyen 1934,,Capital Federal,Capital Federal,Buenos Aires,,,540,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/04/000308404.jpg,,https://alternativateatral.com/obra97550-dido-y-eneas,alternativateatral_api,true
561,La maté porque era tuya,La maté porque era tuya,97561,,,,ESPACIO GADÍ,Av. San Juan 3852,,Capital Federal,Capital Federal,Buenos Aires,,,541,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/50/000304750.jpg,,https://alternativateatral.com/obra97561-la-mate-porque-era-tuya,alternativateatral_api,true
562,El alma de la noche,El alma de la noche,97576,,,,TEATRO ÑACA,Julián Álvarez 924,,Capital Federal,Capital Federal,Buenos Aires,,,542,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/88/000311288.jpg,,https://alternativateatral.com/obra97576-el-alma-de-la-noche,alternativateatral_api,true
563,Tengo la urgencia de irme,Tengo la urgencia de irme,97591,,,,PATIO DE ACTORES,Lerma 568,,Capital Federal,Capital Federal,Buenos Aires,,,543,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/03/000310203.jpg,,https://alternativateatral.com/obra97591-tengo-la-urgencia-de-irme,alternativateatral_api,true
564,Un niño verde,Un niño verde,97603,,,,TIMBRE 4,México 3554 / Boedo 640,,Capital Federal,Capital Federal,Buenos Aires,,,544,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/13/000310113.jpg,,https://alternativateatral.com/obra97603-un-nino-verde,alternativateatral_api,true
565,La ropa,La ropa,97607,,,,EL CLUB DEL TEATRO,Rivadavia 3422,,Mar del Plata,Mar del Plata,Buenos Aires,,,545,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/06/000308206.jpg,,https://alternativateatral.com/obra97607-la-ropa,alternativateatral_api,true
566,Memoria de los Mutilados,Memoria de los Mutilados,97609,,,,CALIBAN,Mexico 1428 PB 5,,Capital Federal,Capital Federal,Buenos Aires,,,546,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/61/000306061.jpg,,https://alternativateatral.com/obra97609-memoria-de-los-mutilados,alternativateatral_api,true
567,Algo en el aire,Algo en el aire,97611,,,,EL MÉTODO KAIRÓS TEATRO,El Salvador 4530,,Capital Federal,Capital Federal,Buenos Aires,,,547,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/69/000310469.jpg,,https://alternativateatral.com/obra97611-algo-en-el-aire,alternativateatral_api,true
568,Harto estoy,Harto estoy,97634,,,,EL MÉTODO KAIRÓS TEATRO,El Salvador 4530,,Capital Federal,Capital Federal,Buenos Aires,,,548,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/91/000305191.jpg,,https://alternativateatral.com/obra97634-harto-estoy,alternativateatral_api,true
569,Que hacer con todas estas cosas,Que hacer con todas estas cosas,97653,,,,EL GRITO,Costa Rica 5459,,Capital Federal,Capital Federal,Buenos Aires,,,549,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/61/000305261.jpg,,https://alternativateatral.com/obra97653-que-hacer-con-todas-estas-cosas,alternativateatral_api,true
570,Materiales DesCartables,Materiales DesCartables,97662,,,,TIMBRE 4,México 3554 / Boedo 640,,Capital Federal,Capital Federal,Buenos Aires,,,550,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/81/000310481.jpg,,https://alternativateatral.com/obra97662-materiales-descartables,alternativateatral_api,true
