production_id,name,obra_title,obra_id,productora_name,synopsis,direction,theater,address,barrio,ciudad_partido,localidad,provincia,start_date,end_date,image_id,image_url,instagram,website,source,is_new
228,24/7,24/7,88379,,,,ESPACIO CALLEJÓN,Humahuaca 3759,,Capital Federal,Capital Federal,Buenos Aires,,,217,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/67/000278167.jpg,,https://alternativateatral.com/obra88379-247,alternativateatral_api,true
229,Palabras Encadenadas,Palabras Encadenadas,88382,,,,"ÍTACA, COMPLEJO TEATRAL",Humahuaca 4027,,Capital Federal,Capital Federal,Buenos Aires,,,218,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/15/000279715.jpg,,https://alternativateatral.com/obra88382-palabras-encadenadas,alternativateatral_api,true
230,EL JUEGO I -la herencia-,EL JUEGO I -la herencia-,88433,,,,EL MÉTODO KAIRÓS TEATRO,El Salvador 4530,,Capital Federal,Capital Federal,Buenos Aires,,,219,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/05/000282905.jpg,,https://alternativateatral.com/obra88433-el-juego-i-la-herencia,alternativateatral_api,true
231,Testosterona,Testosterona,88460,,,,TEATRO PICADERO,Pasaje Santos Discepolo 1857,,Capital Federal,Capital Federal,Buenos Aires,,,220,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/74/000277674.jpg,,https://alternativateatral.com/obra88460-testosterona,alternativateatral_api,true
232,Tus buenas chauchas,Tus buenas chauchas,88794,,,,NÜN TEATRO BAR,Juan Ramirez de Velasco 419,Villa Crespo,CABA,Villa Crespo - CABA,CABA,,,221,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/83/000294783.jpg,,https://alternativateatral.com/obra88794-tus-buenas-chauchas,alternativateatral_api,true
233,Saverio el cruel,Saverio el cruel,88823,,,,TEATRO PAYRÓ,San Martin 766,,Capital Federal,Capital Federal,Buenos Aires,,,222,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/24/000278624.jpg,,https://alternativateatral.com/obra88823-saverio-el-cruel,alternativateatral_api,true
234,Seré,Seré,88844,,,,TEATRO DEL PUEBLO,Lavalle 3636,,Capital Federal,Capital Federal,Buenos Aires,,,223,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/68/000278768.jpg,,https://alternativateatral.com/obra88844-sere,alternativateatral_api,true
235,Nacidas con fórceps,Nacidas con fórceps,88867,,,,EL GALPÓN DE GUEVARA,Guevara 326,,Capital Federal,Capital Federal,Buenos Aires,,,224,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/05/000302205.jpg,,https://alternativateatral.com/obra88867-nacidas-con-forceps,alternativateatral_api,true
236,PARIS JAZZ CLUB: Jazz History,PARIS JAZZ CLUB: Jazz History,88873,,,,BEBOP CLUB,URIARTE 1658,,Capital Federal,Capital Federal,Buenos Aires,,,225,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/91/000278991.jpg,,https://alternativateatral.com/obra88873-paris-jazz-club-jazz-history,alternativateatral_api,true
237,PARIS JAZZ CLUB: Jazz History,PARIS JAZZ CLUB: Jazz History,88873,,,,CAFE BERLIN,Av. San Martín 6656,,Capital Federal,Capital Federal,Buenos Aires,,,225,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/91/000278991.jpg,,https://alternativateatral.com/obra88873-paris-jazz-club-jazz-history,alternativateatral_api,true
238,La gente se divierte en Boedo,La gente se divierte en Boedo,88902,,,,ESPACIO DE TEATRO BOEDO XXI,Boedo 853,,Capital Federal,Capital Federal,Buenos Aires,,,226,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/24/000312124.jpg,,https://alternativateatral.com/obra88902-la-gente-se-divierte-en-boedo,alternativateatral_api,true
239,FACUNDO ARANA - EN EL AIRE,FACUNDO ARANA - EN EL AIRE,88972,,,,TEATRO PICADILLY,Av. Corrientes 1524,,Capital Federal,Capital Federal,Buenos Aires,,,227,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/31/000278831.jpg,,https://alternativateatral.com/obra88972-facundo-arana-en-el-aire,alternativateatral_api,true
240,Todo este maldito suelo está gritando,Todo este maldito suelo está gritando,89010,,,,ESPACIO 44,Av. 44 N° 496 entre 4 y 5,,La Plata,La Plata,Buenos Aires,,,228,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/72/000279172.jpg,,https://alternativateatral.com/obra89010-todo-este-maldito-suelo-esta-gritando,alternativateatral_api,true
241,Los bienes visibles,Los bienes visibles,89044,,,,DUMONT 4040,Santos Dumont 4040,,Capital Federal,Capital Federal,Buenos Aires,,,229,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/20/000279320.jpg,,https://alternativateatral.com/obra89044-los-bienes-visibles,alternativateatral_api,true
242,Un cumple improvisado,Un cumple improvisado,89078,,,,(LA PAUSA) TEATRAL,Luis Viale 625,,Capital Federal,Capital Federal,Buenos Aires,,,230,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/14/000309414.jpg,,https://alternativateatral.com/obra89078-un-cumple-improvisado,alternativateatral_api,true
243,Cazadores y demonios,Cazadores y demonios,89194,,,,TEATRO EMPIRE,Hipólito Yrigoyen 1934,,Capital Federal,Capital Federal,Buenos Aires,,,231,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/18/000301818.jpg,,https://alternativateatral.com/obra89194-cazadores-y-demonios,alternativateatral_api,true
244,"El destino, bar","El destino, bar",89258,,,,EL VITRAL,Rodriguez Peña 344,,Capital Federal,Capital Federal,Buenos Aires,,,232,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/64/000309264.jpg,,https://alternativateatral.com/obra89258-el-destino-bar,alternativateatral_api,true
245,Sueño con canciones,Sueño con canciones,89292,,,,CENTRO CULTURAL DE LA COOPERACIÓN,Corrientes 1543,,Capital Federal,Capital Federal,Buenos Aires,,,233,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/42/000279942.jpg,,https://alternativateatral.com/obra89292-sueno-con-canciones,alternativateatral_api,true
246,1999 pequeño testamento apócrifo,1999 pequeño testamento apócrifo,89345,,,,SALA 420,Calle 42 N° 571 entre 6 y 7,,La Plata,La Plata,Buenos Aires,,,234,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/55/000296955.jpg,,https://alternativateatral.com/obra89345-1999-pequeno-testamento-apocrifo,alternativateatral_api,true
247,FEMBOT (El sueño argentino),FEMBOT (El sueño argentino),89391,,,,CENTRO CULTURAL BORGES,Viamonte 525,,Capital Federal,Capital Federal,Buenos Aires,,,235,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/04/000282404.jpg,,https://alternativateatral.com/obra89391-fembot-el-sueno-argentino,alternativateatral_api,true
248,Reversible,Reversible,89402,,,,NÜN TEATRO BAR,Juan Ramirez de Velasco 419,Villa Crespo,CABA,Villa Crespo - CABA,CABA,,,236,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/07/000293807.jpg,,https://alternativateatral.com/obra89402-reversible,alternativateatral_api,true
249,GAYOLA EN PARIS,GAYOLA EN PARIS,89413,,,,"ÍTACA, COMPLEJO TEATRAL",Humahuaca 4027,,Capital Federal,Capital Federal,Buenos Aires,,,237,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/39/000280439.jpg,,https://alternativateatral.com/obra89413-gayola-en-paris,alternativateatral_api,true
250,Las cosas que sé que son verdad,Las cosas que sé que son verdad,89449,,,,EL CAMARÍN DE LAS MUSAS,Mario Bravo 960,,Capital Federal,Capital Federal,Buenos Aires,,,238,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/48/000310348.jpg,,https://alternativateatral.com/obra89449-las-cosas-que-se-que-son-verdad,alternativateatral_api,true
251,Lazos,Lazos,89514,,,,FELISBERTO,Yatay 112,Almagro,CABA,Almagro - CABA,CABA,,,239,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/31/000301431.jpg,,https://alternativateatral.com/obra89514-lazos,alternativateatral_api,true
252,Piramidal,Piramidal,89661,,,,EL GALPÓN DE GUEVARA,Guevara 326,,Capital Federal,Capital Federal,Buenos Aires,,,240,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/68/000285868.jpg,,https://alternativateatral.com/obra89661-piramidal,alternativateatral_api,true
253,Mantecas,Mantecas,89791,,,,SALA DEL CAFÉ ARTIGAS,José Gervasio Artigas 1850,,Capital Federal,Capital Federal,Buenos Aires,,,241,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/37/000311337.jpg,,https://alternativateatral.com/obra89791-mantecas,alternativateatral_api,true
254,Museo Beresford,Museo Beresford,89874,,,,TEATRO HASTA TRILCE,Maza 177,,Capital Federal,Capital Federal,Buenos Aires,,,242,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/98/000310598.jpg,,https://alternativateatral.com/obra89874-museo-beresford,alternativateatral_api,true
255,ASUNTO: ÚLTIMO LLAMADO,ASUNTO: ÚLTIMO LLAMADO,89886,,,,MUY TEATRO,Humahuaca 4310,Almagro,CABA,Almagro - CABA,CABA,,,243,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/12/000311812.jpg,,https://alternativateatral.com/obra89886-asunto-ultimo-llamado,alternativateatral_api,true
256,No tiene un desgarrón,No tiene un desgarrón,89975,,,,DUMONT 4040,Santos Dumont 4040,,Capital Federal,Capital Federal,Buenos Aires,,,244,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/20/000311320.jpg,,https://alternativateatral.com/obra89975-no-tiene-un-desgarron,alternativateatral_api,true
257,Viento blanco,Viento blanco,90102,,,,DUMONT 4040,Santos Dumont 4040,,Capital Federal,Capital Federal,Buenos Aires,,,245,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/43/000284743.jpg,,https://alternativateatral.com/obra90102-viento-blanco,alternativateatral_api,true
258,Las mujeres de Lorca,Las mujeres de Lorca,90108,,,,CARAS Y CARETAS 2037,Sarmiento 2037,,Capital Federal,Capital Federal,Buenos Aires,,,246,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/90/000311690.jpg,,https://alternativateatral.com/obra90108-las-mujeres-de-lorca,alternativateatral_api,true
259,La computadora salvaje,La computadora salvaje,90159,,,,ANIMAL TEATRO,Castro 561,,Capital Federal,Capital Federal,Buenos Aires,,,247,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/86/000285286.jpg,,https://alternativateatral.com/obra90159-la-computadora-salvaje,alternativateatral_api,true
260,Bodas de Sangre,Bodas de Sangre,90183,,,,"ÍTACA, COMPLEJO TEATRAL",Humahuaca 4027,,Capital Federal,Capital Federal,Buenos Aires,,,248,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/86/000310586.jpg,,https://alternativateatral.com/obra90183-bodas-de-sangre,alternativateatral_api,true
261,Los Santillán,Los Santillán,90199,,,,ESPACIO POLONIA,Fitz Roy 1477,Palermo,CABA,Palermo - CABA,CABA,,,249,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/64/000297264.jpg,,https://alternativateatral.com/obra90199-los-santillan,alternativateatral_api,true
262,Ahoradespués,Ahoradespués,90238,,,,ESPACIO CALLEJÓN,Humahuaca 3759,,Capital Federal,Capital Federal,Buenos Aires,,,250,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/39/000311039.jpg,,https://alternativateatral.com/obra90238-ahoradespues,alternativateatral_api,true
263,Peña ATRavesada - por OIGA! Orquesta,Peña ATRavesada - por OIGA! Orquesta,90261,,,,ATRODEN,PERU 571,San Telmo,CABA,San Telmo - CABA,CABA,,,251,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/60/000311860.jpg,,https://alternativateatral.com/obra90261-pena-atravesada-por-oiga-orquesta,alternativateatral_api,true
264,La habitación blanca,La habitación blanca,90318,,,,TIMBRE 4,México 3554 / Boedo 640,,Capital Federal,Capital Federal,Buenos Aires,,,252,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/37/000311737.jpg,,https://alternativateatral.com/obra90318-la-habitacion-blanca,alternativateatral_api,true
265,CESAR MACIÚ - VIVA EL TANGO,CESAR MACIÚ - VIVA EL TANGO,90338,,,,TEATRO ITALIANO,Av. Alsina 24,,Chacabuco,Chacabuco,Buenos Aires,,,253,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/22/000284422.jpg,,https://alternativateatral.com/obra90338-cesar-maciu-viva-el-tango,alternativateatral_api,true
266,UNHEIMLICH (Cuando lo familiar se vuelve desconocido),UNHEIMLICH (Cuando lo familiar se vuelve desconocido),90482,,,,TEATRO EL PICCOLINO,Fitz Roy 2056,,Capital Federal,Capital Federal,Buenos Aires,,,254,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/68/000310868.jpg,,https://alternativateatral.com/obra90482-unheimlich-cuando-lo-familiar-se-vuelve-desconocido,alternativateatral_api,true
267,"Mabel, siempre auténtica","Mabel, siempre auténtica",90504,,,,TEATRO CERVANTES,Rivadavia 129,,Quilmes,Quilmes,Buenos Aires,,,255,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/46/000301946.jpg,,https://alternativateatral.com/obra90504-mabel-siempre-autentica,alternativateatral_api,true
268,Soplare y soplare,Soplare y soplare,90545,,,,UOCRA CULTURA,Rawson 42,,Capital Federal,Capital Federal,Buenos Aires,,,256,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/41/000311941.jpg,,https://alternativateatral.com/obra90545-soplare-y-soplare,alternativateatral_api,true
269,El cuerpo anímico,El cuerpo anímico,90560,,,,TEATRO DEL PUEBLO,Lavalle 3636,,Capital Federal,Capital Federal,Buenos Aires,,,257,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/76/000295476.jpg,,https://alternativateatral.com/obra90560-el-cuerpo-animico,alternativateatral_api,true
